"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main.x","n_offres","sector_main","avg_req_exp","top_skill_req","avg_wage","addr_dept_main.y"
"vesalis",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Clermont Ferrand",63,NA,NA,NA,NA,NA,NA
"vesuvius france",12,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Feignies",59,NA,NA,NA,NA,NA,NA
"vetagro-sup",5,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Marcy l etoile",69,NA,NA,NA,NA,NA,NA
"vetagro-sup institut d'enseignement superieur et de recherche",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Marcy l etoile",69,NA,NA,NA,NA,NA,NA
"vetoquinol",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Magny Vernois",70,1,NA,NA,"Anglais, Excel, Français, SQL, Tableau, VBA, équipe",NA,70
"vexim",10,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Balma",31,NA,NA,NA,NA,NA,NA
"vezian, stephane ange",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Valbonne",65,NA,NA,NA,NA,NA,NA
"vfp therapies",4,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Rouen",76,NA,NA,NA,NA,NA,NA
"via marina",2,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Rueil Malmaison",92,NA,NA,NA,NA,NA,NA
"viaccess",39,"H04N","PICTORIAL COMMUNICATION","H04L","TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)","Paris",92,NA,NA,NA,NA,NA,NA
"vial menuiseries",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Gignac la Nerthe",13,NA,NA,NA,NA,NA,NA
"vial, patrick",2,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D","B62K","e.g. portable flexible containers","Feurs",42,NA,NA,NA,NA,NA,NA
"viallon emballage",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Saint Just Malmont",43,NA,NA,NA,NA,NA,NA
"viancin, charles",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Chavanod",74,NA,NA,NA,NA,NA,NA
"viard, lionel",1,"B25H","WORKSHOP EQUIPMENT",NA,NA,"Peyrolles en Provence",13,NA,NA,NA,NA,NA,NA
"viatemis",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H01H","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","Saint Victor",34,NA,NA,NA,NA,NA,NA
"viavi solutions france",2,"H04B","TRANSMISSION (transmission systems for measured values",NA,NA,"Plaisir",78,NA,NA,NA,NA,NA,NA
"vibracoustic nantes",15,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION","B60G","VEHICLE SUSPENSION ARRANGEMENTS (air-cushion vehicles B60V; connections between vehicle bodies and vehicle frames B62D0024000000)","Carquefou",44,NA,NA,NA,NA,NA,NA
"vibrafloor",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Givry",71,NA,NA,NA,NA,NA,NA
"vicat",23,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF","B02C","CRUSHING, PULVERISING, OR DISINTEGRATING IN GENERAL; MILLING GRAIN (obtaining metallic powder by crushing, grinding or milling B22F0009040000)","Paris",92,NA,NA,NA,NA,NA,NA
"vicogne, laurent",1,"F16J","PISTONS; CYLINDERS; PRESSURE VESSELS IN GENERAL; SEALINGS",NA,NA,"Le Havre",76,NA,NA,NA,NA,NA,NA
"vidal, jean-jacqus",2,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","heating",NA,30,NA,NA,NA,NA,NA,NA
"vidalain, jean-pierre",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Annecy le Vieux",74,NA,NA,NA,NA,NA,NA
"viddiga",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"videau, philippe",2,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","heating","Nantes",44,NA,NA,NA,NA,NA,NA
"vidiamo",1,"B62B","HAND-PROPELLED VEHICLES",NA,NA,"Neuilly sur Seine",92,NA,NA,NA,NA,NA,NA
"vieconnect",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","e.g. G01N0033480000)","Toulouse",31,NA,NA,NA,NA,NA,NA
"viegas, paulo",1,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR",NA,NA,"Landerneau",29,NA,NA,NA,NA,NA,NA
"viel, daniel",2,"B44F","SPECIAL DESIGNS OR PICTURES","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","Arbent",11,NA,NA,NA,NA,NA,NA
"viennet, martial gaston marie",1,"C02F","TREATMENT OF WATER",NA,NA,"Dremil Lafage",31,NA,NA,NA,NA,NA,NA
"vieville, philippe",4,"B09B","DISPOSAL OF SOLID WASTE","B09C","RECLAMATION OF CONTAMINATED SOIL (gatherers for removing stones or the like from the soil A01B0043000000; sterilising soil by steam A01G0011000000; separation in general B01D; cleaning beaches E01H0012000000; removing undesirable matter","Guerande",44,NA,NA,NA,NA,NA,NA
"view point",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Civrieux",13,NA,NA,NA,NA,NA,NA
"vigitechnics",1,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Avrille",49,NA,NA,NA,NA,NA,NA
"vignal systems",1,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING",NA,NA,"Venissieux",69,NA,NA,NA,NA,NA,NA
"viia",1,"B61D","BODY DETAILS OR KINDS OF RAILWAY VEHICLES (vehicles in general B60; adaptation of vehicles to special systems B61B; underframes B61F)",NA,NA,"Levallois Perret",92,NA,NA,NA,NA,NA,NA
"villain, frederic, francois",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Caen",14,NA,NA,NA,NA,NA,NA
"villanou, jean-pierre",3,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","F42B","EXPLOSIVE CHARGES, e.g. FOR BLASTING; FIREWORKS; AMMUNITION (explosive compositions C06B; fuzes F42C; blasting F42D)","Narbonne",11,NA,NA,NA,NA,NA,NA
"vilmorin",1,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES",NA,NA,"La Menitre",49,NA,NA,NA,NA,NA,NA
"vilmorin & cie",18,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"vilmorin et cie",10,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES","A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts, details or accessories of agricultural machines or implements, in general A01B0051000000-A01B0075000000)","Paris",75,NA,NA,NA,NA,NA,NA
"vinci",15,"B01D","SEPARATION (separating solids from solids by wet methods B03B","B61B","RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR (lifts or hoists, elevators, escalators, moving walkways B66B)","Rueil Malmaison",92,6,NA,NA,"équipe",NA,92
"vinitem",1,"B01F","MIXING",NA,NA,"Grezieu la Varenne",69,NA,NA,NA,NA,NA,NA
"viovy, jean-louis",1,"B03C","MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS (filters making use of electricity or magnetism B01D0035060000; separating isotopes B01D0059000000; combinations of magnetic or electrostatic separation with separation of solids by other means B03B",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"virax",11,"B21D","WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES","B25B","RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL; PUNCHING (operations of the kind involved in the manufacture of such products B21B","epernay",51,NA,NA,NA,NA,NA,NA
"virbac",24,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Carros",65,NA,NA,NA,NA,NA,NA
"virgin bio pack",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Eybens",38,NA,NA,NA,NA,NA,NA
"virojanglor",3,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Le Blanc Mesnil",93,NA,NA,NA,NA,NA,NA
"virtual open systems",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Grenoble",38,NA,NA,NA,NA,NA,NA
"virtualisurg",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Neuilly sur Seine",92,NA,NA,NA,NA,NA,NA
"virtuor",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"virtuoz",1,"G10L","SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; AUDIO ANALYSIS OR PROCESSING",NA,NA,"Paris",NA,NA,NA,NA,NA,NA,NA
"virtus",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Saint Jean de Niost",18,NA,NA,NA,NA,NA,NA
"viseux de potter, philippe",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Allennes les Marais",59,NA,NA,NA,NA,NA,NA
"vishay mcb industrie",1,"H01C","RESISTORS",NA,NA,"Chateau Gontier",53,NA,NA,NA,NA,NA,NA
"visio nerf",3,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","B07C","FISHES","Nuaille",49,NA,NA,NA,NA,NA,NA
"vision systems",2,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","Brignais",69,NA,NA,NA,NA,NA,NA
"vision systems aeronautics",5,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)",NA,NA,"Brignais",69,NA,NA,NA,NA,NA,NA
"vision systems automotive",1,"B60J","WINDOWS",NA,NA,"Brignais",69,NA,NA,NA,NA,NA,NA
"visiotact pharma",4,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"visit seabed france",2,"A62B","DEVICES","B01D","APPARATUS OR METHODS FOR LIFE-SAVING (valves specially adapted for medical use A61M0039000000; composition of chemical substances used in respirators","Nice",62,NA,NA,NA,NA,NA,NA
"vit",11,"G01B","MEASURING LENGTH","H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);","Saint egreve",38,NA,NA,NA,NA,NA,NA
"vita api",1,"C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)",NA,NA,"La Seyne sur Mer",83,NA,NA,NA,NA,NA,NA
"vital esthetique",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B01L","e.g. G01N0033480000)","Paris",75,NA,NA,NA,NA,NA,NA
"vital tech",4,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61N","OR PREVENTING COLLAPSING OF","Boulogne Billancourt",92,NA,NA,NA,NA,NA,NA
"vitalaire",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vitalgaia",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Toulouse",31,NA,NA,NA,NA,NA,NA
"vitalys surgical",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Vitre",35,NA,NA,NA,NA,NA,NA
"vitamfero",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Tours",37,NA,NA,NA,NA,NA,NA
"vitamfero s.a",1,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Angers",49,NA,NA,NA,NA,NA,NA
"vitirover",4,"A01D","HARVESTING; MOWING","B60B","VEHICLE WHEELS (making wheels or wheel parts by rolling B21H0001000000","Saint emilion",33,NA,NA,NA,NA,NA,NA
"vitro-bio",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Issoire",63,NA,NA,NA,NA,NA,NA
"vitry freres",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"vivalis",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Roussay",49,NA,NA,NA,NA,NA,NA
"vivatech",6,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61L","OR PREVENTING COLLAPSING OF","Paris",75,NA,NA,NA,NA,NA,NA
"vivier, harry",3,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING","H01G","AIR INTAKE","Paris",75,NA,NA,NA,NA,NA,NA
"vivirad",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","B01J","B03D","Handschuheim",67,NA,NA,NA,NA,NA,NA
"vlamynck, elodie",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Fort Mahon Plage",80,NA,NA,NA,NA,NA,NA
"vm",1,"A21C","MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH",NA,NA,"Duttlenheim",67,NA,NA,NA,NA,NA,NA
"vm capital",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"vm industries",3,"H01R","ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS (switches",NA,NA,"Villemur sur Tarn",31,NA,NA,NA,NA,NA,NA
"vmi",4,"A21C","MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH","B01F","MIXING","Montaigu",85,NA,NA,NA,NA,NA,NA
"vmicro",1,"B81B","MICRO-STRUCTURAL DEVICES OR SYSTEMS",NA,NA,"Villeneuve d Ascq",59,NA,NA,NA,NA,NA,NA
"vodinn",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"voestalpine profilafroid",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Bailleul sur Therain",60,NA,NA,NA,NA,NA,NA
"voginnov",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Strasbourg",67,NA,NA,NA,NA,NA,NA
"vogo",7,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Montpellier",34,NA,NA,NA,NA,NA,NA
"vogt, benoit",2,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61M","OR PREVENTING COLLAPSING OF","Tours",37,NA,NA,NA,NA,NA,NA
"vogt, philippe",3,"F16M","FRAMES",NA,NA,"Bussieres",70,NA,NA,NA,NA,NA,NA
"voice",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Sainte Foy les Lyon",69,NA,NA,NA,NA,NA,NA
"vola, marco",7,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Saint Priest en Jarez",42,NA,NA,NA,NA,NA,NA
"volfoni r&d",2,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"volfoni r&d eurl",2,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Villeneuve Loubet",62,NA,NA,NA,NA,NA,NA
"voliris",3,"B64B","LIGHTER-THAN-AIR AIRCRAFT (ground installations for aircraft in general B64F)","B64F","GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS","Yzeure",34,NA,NA,NA,NA,NA,NA
"vollmer, manuel",1,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Roeschwoog",67,NA,NA,NA,NA,NA,NA
"voloskov, mikhail",2,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Biarritz",64,NA,NA,NA,NA,NA,NA
"voltair",1,"H01H","ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)",NA,NA,"Suresnes",92,NA,NA,NA,NA,NA,NA
"voltalis",10,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation","H04L","TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)","Paris",75,NA,NA,NA,NA,NA,NA
"volum-e",1,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B",NA,NA,"Blangy sur Bresle",76,NA,NA,NA,NA,NA,NA
"volumetal",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Saint Bonnet",49,NA,NA,NA,NA,NA,NA
"voluntis",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61M","e.g. G01N0033480000)","Paris",75,NA,NA,NA,NA,NA,NA
"volvo compact equipment",3,"A01D","HARVESTING; MOWING","A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","Belley",13,NA,NA,NA,NA,NA,NA
"volx",1,"H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)",NA,NA,"Savigny",69,NA,NA,NA,NA,NA,NA
"von roll isola france",1,"F41H","ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE",NA,NA,"Delle",90,NA,NA,NA,NA,NA,NA
"voog",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"vossloh cogifer",25,"E01B","PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS (derailing or rerailing blocks on track","B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H, B61K; point or crossing construction E01B)","Rueil Malmaison",92,NA,NA,NA,NA,NA,NA
"vps",3,"B01D","SEPARATION (separating solids from solids by wet methods B03B","B01F","B03D","Laval",53,NA,NA,NA,NA,NA,NA
"vra",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"vracoop",2,"A47F","SPECIAL FURNITURE","B65D","FITTINGS","Bidart",64,NA,NA,NA,NA,NA,NA
"vrs",1,"A01D","HARVESTING; MOWING",NA,NA,"Villette d Anthon",38,NA,NA,NA,NA,NA,NA
"vsc developpement",1,"B65F","GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B",NA,NA,"Calais",62,NA,NA,NA,NA,NA,NA
"vsm automation",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Kientzheim",68,NA,NA,NA,NA,NA,NA
"vti",1,"F23L","AIR SUPPLY; DRAUGHT-INDUCING; SUPPLYING NON-COMBUSTIBLE LIQUID OR GAS (air-supply arrangements for combustion apparatus using fluent fuel",NA,NA,"Frontignan",34,NA,NA,NA,NA,NA,NA
"vuillet, francois",2,"A47F","SPECIAL FURNITURE","F21V","FITTINGS","Paris",75,NA,NA,NA,NA,NA,NA
"vulcain, francois",2,"B06B","GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL (for particular physical or chemical processes","B26D","see the relevant subclasses","Viviers du Lac",73,NA,NA,NA,NA,NA,NA
"vygon",27,"A61M","DEVICES FOR INTRODUCING MEDIA INTO","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","ecouen",95,NA,NA,NA,NA,NA,NA
"w. l. gore&associates,",1,"A62B","DEVICES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"w2next",1,"A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE",NA,NA,"Caen",14,NA,NA,NA,NA,NA,NA
"wabash",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Bordeaux",33,NA,NA,NA,NA,NA,NA
"wackermann, guy",4,"A61G","TRANSPORT",NA,NA,"Monswiller",67,NA,NA,NA,NA,NA,NA
"waga energy",1,"B01D","SEPARATION (separating solids from solids by wet methods B03B",NA,NA,"Meylan",38,NA,NA,NA,NA,NA,NA
"wahler, arno",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Maisons Laffitte",78,NA,NA,NA,NA,NA,NA
"wallix",6,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"walter, jean-jacques",4,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Paris",75,NA,NA,NA,NA,NA,NA
"walthert epouse gras, katja",2,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D","A47F","e.g. portable flexible containers","Annecy",74,NA,NA,NA,NA,NA,NA
"wames",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Saint Cyprien",42,NA,NA,NA,NA,NA,NA
"wandercraft",6,"A61H","PHYSICAL THERAPY APPARATUS","B25J","e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy","Paris",75,NA,NA,NA,NA,NA,NA
